Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WTeamName,LTeamName,isTournament,isTournamnet
2005,75,1380,55,1115,47,H,0,21,59,3,7,10,12,15,21,9,12,7,7,7,21,58,1,12,4,6,16,24,6,17,4,5,12,Southern Univ,Ark Pine Bluff,False,False
2005,75,1383,78,1357,66,H,0,25,54,6,19,22,29,9,18,16,13,7,4,20,25,48,2,8,14,24,9,22,14,22,5,2,22,St Francis NY,Sacred Heart,False,False
2005,75,1386,73,1247,38,N,0,28,61,11,33,6,9,17,34,18,13,5,6,22,12,51,1,14,13,24,11,16,6,11,7,3,12,St Joseph's PA,La Salle,False,False
2005,75,1389,79,1463,68,A,0,30,60,4,14,15,21,13,24,12,13,9,2,15,23,54,6,12,16,20,10,20,18,17,3,5,20,St Peter's,Yale,False,False
2005,75,1390,74,1143,58,A,0,22,52,7,15,23,31,9,30,14,14,3,5,19,22,69,4,15,10,17,19,22,12,14,5,3,24,Stanford,California,False,False
2005,75,1391,71,1125,68,H,0,21,43,7,15,22,32,15,29,14,21,9,2,22,22,56,11,34,13,21,10,12,17,12,12,4,24,Stetson,Belmont,False,False
2005,75,1392,67,1216,54,H,0,20,45,7,13,20,25,9,28,13,13,6,4,14,20,63,8,16,6,7,16,17,11,9,5,0,19,Stony Brook,Hartford,False,False
2005,75,1393,75,1344,71,A,0,30,51,3,10,12,19,9,24,18,16,4,2,14,26,64,8,28,11,17,15,16,13,14,7,3,15,Syracuse,Providence,False,False
2005,75,1394,88,1366,54,H,0,33,63,6,15,16,22,12,26,21,11,14,8,18,15,56,5,19,19,24,18,21,2,23,8,1,21,TAM C. Christi,Savannah St,False,False
2005,75,1395,61,1272,59,A,0,17,51,7,17,20,28,11,21,6,10,7,1,27,18,52,4,20,19,29,14,27,10,14,3,5,21,TCU,Memphis,False,False
2005,75,1398,77,1183,62,H,0,23,55,10,25,21,29,14,28,16,19,11,3,19,23,60,5,20,11,16,12,22,15,14,8,2,19,Tennessee St,E Illinois,False,False
2005,75,1399,78,1184,64,H,0,25,48,7,13,21,25,7,29,16,16,6,7,19,26,66,6,25,6,16,18,20,11,14,10,5,21,Tennessee Tech,E Kentucky,False,False
2005,75,1400,63,1304,53,A,0,20,49,4,18,19,27,9,29,9,8,6,6,17,18,59,8,27,9,20,18,24,12,9,3,3,22,Texas,Nebraska,False,False
2005,75,1402,71,1419,67,A,0,24,46,5,11,18,25,9,26,11,13,4,0,10,26,56,6,16,9,15,7,17,16,9,3,4,20,Texas St,ULM,False,False
2005,75,1403,70,1401,56,H,0,24,51,3,10,19,25,8,22,17,8,5,3,18,21,53,2,13,12,18,15,23,8,15,1,2,24,Texas Tech,Texas A&M,False,False
2005,75,1405,83,1267,74,A,0,28,50,6,13,21,29,12,16,20,10,10,2,22,22,46,6,19,24,31,10,15,10,14,3,4,20,Toledo,Marshall,False,False
2005,75,1411,76,1238,66,H,0,22,46,6,18,26,35,22,27,14,24,5,4,19,25,67,3,18,13,20,15,11,16,13,16,2,26,TX Southern,Jackson St,False,False
2005,75,1412,76,1187,64,A,0,25,57,10,18,16,21,10,22,17,8,11,5,19,25,55,4,8,10,18,15,26,19,17,2,6,19,UAB,East Carolina,False,False
2005,75,1414,97,1168,81,A,0,33,56,9,14,22,27,7,29,22,16,2,4,18,27,65,14,25,13,16,11,18,15,13,4,2,23,UC Irvine,CS Fullerton,False,False
2005,75,1415,68,1253,65,H,0,26,59,5,16,11,17,11,25,19,13,7,5,15,24,64,7,18,10,17,17,24,10,13,6,2,14,UC Riverside,Long Beach St,False,False
2005,75,1418,72,1309,67,A,0,22,55,5,15,23,27,17,25,12,19,12,0,14,27,60,7,22,6,10,9,18,20,16,11,0,23,Louisiana,New Orleans,False,False
2005,75,1421,87,1440,77,H,0,30,65,9,23,18,25,18,30,21,15,7,7,23,25,59,3,15,24,32,10,20,9,11,7,2,17,UNC Asheville,VMI,False,False
2005,75,1422,66,1441,54,H,0,21,62,4,19,20,30,21,28,9,20,13,6,17,23,69,3,14,5,12,21,27,9,23,11,7,25,UNC Greensboro,W Carolina,False,False
2005,75,1423,77,1406,59,H,0,27,56,8,19,15,19,15,22,21,9,8,1,18,19,45,7,21,14,20,8,17,10,14,5,3,18,UNC Wilmington,Towson,False,False
2005,75,1425,98,1113,94,A,0,32,58,8,16,26,39,12,22,18,17,8,3,25,31,59,9,24,23,29,8,22,21,16,7,6,30,USC,Arizona St,False,False
2005,75,1426,84,1270,75,A,0,26,46,7,14,25,40,11,28,18,29,10,5,22,29,64,4,19,13,16,9,16,13,20,10,3,37,UT Arlington,McNeese St,False,False
2005,75,1428,74,1461,49,A,0,27,46,9,16,11,17,9,26,18,14,7,2,15,18,49,5,16,8,14,9,13,9,11,5,6,18,Utah,Wyoming,False,False
2005,75,1430,67,1294,64,A,1,23,65,5,20,16,24,20,22,12,9,8,2,19,27,63,1,12,9,17,18,27,13,13,5,6,14,Utah Valley,N Colorado,False,False
2005,75,1433,70,1220,58,H,0,24,62,3,20,19,28,16,25,14,11,11,3,19,19,51,5,23,15,22,11,29,6,20,7,2,25,VCU,Hofstra,False,False
2005,75,1439,59,1155,57,H,0,20,51,1,10,18,24,13,17,10,17,14,3,14,23,47,6,17,5,10,10,22,10,23,7,4,19,Virginia Tech,Clemson,False,False
2005,75,1444,70,1132,61,A,0,24,51,5,20,17,24,10,30,11,13,2,3,14,25,61,3,16,8,12,9,22,14,8,8,3,23,W Michigan,Bowling Green,False,False
2005,75,1447,89,1384,70,H,0,33,51,7,11,16,23,8,22,24,14,10,4,15,24,51,12,23,10,16,8,14,15,17,8,1,17,Wagner,St Francis PA,False,False
2005,75,1448,95,1314,82,H,0,27,62,9,21,32,32,14,25,14,14,11,6,23,27,67,7,25,21,26,17,21,15,16,6,3,28,Wake Forest,North Carolina,False,False
2005,75,1449,108,1333,68,H,0,40,70,6,14,22,30,17,30,26,13,9,3,15,27,63,5,20,9,13,6,17,14,15,7,5,21,Washington,Oregon St,False,False
2005,75,1454,86,1453,56,H,0,34,69,11,27,7,9,16,25,20,10,7,5,16,23,58,3,17,7,8,10,20,12,17,5,3,14,WI Milwaukee,WI Green Bay,False,False
2005,75,1457,74,1347,54,H,0,24,46,11,21,15,23,9,28,15,11,5,7,13,19,53,5,21,11,15,10,15,8,9,6,2,16,Winthrop,Radford,False,False
2005,76,1107,58,1263,49,A,0,17,52,3,10,21,25,9,23,2,13,12,2,18,17,48,3,19,12,15,10,29,8,22,6,10,21,SUNY Albany,Maine,False,False
2005,76,1130,73,1452,53,A,0,24,45,3,10,22,31,10,28,13,22,10,1,17,18,55,3,23,14,18,10,18,12,18,8,2,18,Boston College,West Virginia,False,False
2005,76,1181,80,1438,66,H,0,28,55,8,19,16,25,12,25,12,13,9,14,18,22,63,2,8,20,21,16,19,5,13,9,1,22,Duke,Virginia,False,False
2005,76,1200,76,1462,74,H,0,26,50,9,17,15,18,9,21,19,16,8,4,15,27,57,6,11,14,19,11,15,12,14,9,6,16,Fordham,Xavier,False,False
2005,76,1301,76,1210,68,H,0,19,50,8,20,30,37,10,28,14,17,10,8,21,27,59,2,15,12,19,10,27,12,17,10,4,24,NC State,Georgia Tech,False,False
2005,76,1306,69,1127,60,A,0,20,40,6,14,23,31,5,33,13,20,4,2,20,21,58,5,25,13,20,7,18,10,11,6,2,27,New Hampshire,Binghamton,False,False
2005,76,1339,74,1258,57,H,0,28,50,5,11,13,16,7,22,16,14,6,5,11,24,66,4,17,5,9,21,16,13,14,8,2,16,Portland,Loy Marymount,False,False
2005,76,1416,87,1407,76,H,0,28,54,13,30,18,20,16,28,24,19,6,4,20,28,55,5,20,15,27,7,11,11,8,9,2,18,UCF,Troy,False,False
2005,76,1436,69,1131,58,H,0,23,55,13,25,10,12,10,24,19,9,4,3,14,23,53,5,14,7,14,9,22,12,9,4,5,13,Vermont,Boston Univ,False,False
2005,76,1458,62,1277,59,H,0,21,55,12,28,8,13,9,25,16,9,3,2,14,24,57,5,17,6,11,11,27,10,10,5,0,17,Wisconsin,Michigan St,False,False
2005,77,1108,53,1115,45,H,0,18,50,5,16,12,18,9,26,13,18,11,2,19,17,49,2,16,9,20,11,21,8,19,9,5,16,Alcorn St,Ark Pine Bluff,False,False
2005,77,1145,84,1373,80,A,1,28,63,10,23,18,28,12,27,18,9,5,7,19,27,72,13,29,13,19,18,29,17,10,4,1,23,Canisius,Siena,False,False
2005,77,1148,79,1357,67,A,0,27,56,8,19,17,19,8,23,17,18,12,2,18,24,60,2,11,17,18,14,22,12,16,7,3,19,Central Conn,Sacred Heart,False,False
2005,77,1154,76,1459,74,A,0,24,53,10,21,18,24,12,23,14,17,8,5,20,24,57,9,23,17,20,13,22,19,16,11,1,21,Citadel,Wofford,False,False
2005,77,1158,67,1202,53,H,0,27,55,6,14,7,9,13,25,15,18,9,4,18,19,47,4,18,11,19,7,17,13,15,11,3,13,Col Charleston,Furman,False,False
2005,77,1159,69,1171,61,A,0,28,61,6,12,7,13,14,27,9,14,5,5,15,23,61,8,21,7,9,11,24,10,13,4,4,17,Colgate,Dartmouth,False,False
2005,77,1162,69,1298,63,A,0,22,58,4,21,21,29,13,24,13,15,13,5,23,21,56,5,25,16,30,20,28,13,22,5,2,24,Columbia,Navy,False,False
2005,77,1163,77,1371,68,A,0,30,57,0,6,17,20,12,34,16,18,6,10,19,25,69,5,17,13,19,14,17,13,10,12,3,19,Connecticut,Seton Hall,False,False
2005,77,1164,65,1126,61,H,0,20,47,7,15,18,26,9,23,10,14,12,3,15,24,51,9,23,4,6,5,21,16,16,8,3,19,Coppin St,Bethune-Cookman,False,False
2005,77,1175,82,1354,73,A,0,24,53,11,27,23,25,12,20,11,14,12,1,15,28,60,5,17,12,20,18,19,13,17,7,2,18,Delaware St,S Carolina St,False,False
2005,77,1178,70,1260,53,A,0,24,52,4,10,18,28,18,26,11,13,6,6,24,17,51,5,20,14,27,16,14,9,13,5,2,22,Detroit,Loyola-Chicago,False,False
2005,77,1204,107,1151,84,H,0,39,62,22,34,7,8,8,18,30,18,8,1,26,27,47,6,14,24,33,6,16,14,20,11,3,17,Ga Southern,Chattanooga,False,False
2005,77,1205,83,1209,74,A,0,28,53,7,20,20,26,7,26,12,12,5,1,13,30,66,6,20,8,10,6,20,11,9,6,1,18,Gardner Webb,Georgia St,False,False
2005,77,1212,66,1411,64,A,0,25,62,7,21,9,14,16,21,15,13,7,5,21,22,52,6,14,14,24,14,25,13,18,1,2,16,Grambling,TX Southern,False,False
2005,77,1214,80,1271,54,H,0,31,62,7,18,11,25,7,26,23,11,16,3,21,19,45,6,12,10,22,7,31,9,27,5,1,18,Hampton,MD E Shore,False,False
2005,77,1219,79,1157,64,A,0,25,48,6,10,23,34,7,28,14,22,13,4,18,23,64,4,20,14,18,16,20,9,25,9,3,23,High Point,Coastal Car,False,False
2005,77,1238,60,1341,48,A,0,22,58,3,11,13,28,18,36,7,20,9,3,15,17,57,3,12,11,21,12,25,5,15,7,4,22,Jackson St,Prairie View,False,False
2005,77,1239,70,1125,68,H,0,25,57,2,11,18,25,13,25,14,16,14,7,16,21,52,7,21,19,27,10,24,11,17,6,1,19,Jacksonville,Belmont,False,False
2005,77,1245,81,1236,72,H,0,23,47,6,15,29,34,8,16,17,14,14,0,11,27,49,13,27,5,6,7,17,18,24,8,4,26,Kent,PFW,False,False
2005,77,1251,71,1149,59,A,0,22,48,5,14,22,32,15,29,13,21,5,1,24,18,49,5,15,18,27,6,18,13,12,11,4,25,Liberty,Charleston So,False,False
2005,77,1264,92,1389,82,H,0,28,57,4,14,32,41,8,25,15,8,9,6,20,30,68,8,18,14,21,17,25,15,17,4,6,25,Manhattan,St Peter's,False,False
2005,77,1288,74,1197,59,H,0,25,50,10,27,14,17,12,23,21,17,5,4,22,18,46,9,18,14,20,8,15,7,13,6,0,17,Morgan St,Florida A&M,False,False
2005,77,1299,82,1224,72,H,0,27,62,7,21,21,37,11,28,12,13,10,4,23,20,62,10,27,22,31,17,32,6,23,8,3,27,NC A&T,Howard,False,False
2005,77,1317,68,1198,60,A,0,21,62,3,16,23,37,15,22,13,13,9,4,25,19,44,2,6,20,33,11,35,9,26,8,3,28,North Texas,Florida Intl,False,False
2005,77,1346,84,1291,74,A,0,27,48,9,20,21,25,3,22,19,15,5,3,28,25,59,6,21,18,27,12,19,12,13,4,0,19,Quinnipiac,Mt St Mary's,False,False
2005,77,1351,89,1259,69,N,0,29,60,7,12,24,30,15,23,19,17,9,5,19,22,61,6,21,19,24,18,19,13,19,10,1,24,Rider,Loyola MD,False,False
2005,77,1352,68,1447,50,A,0,27,52,5,17,9,12,7,30,13,18,7,6,10,21,62,5,23,3,9,15,21,14,16,8,7,13,Robert Morris,Wagner,False,False
2005,77,1380,69,1290,65,H,0,23,55,5,19,18,30,16,21,14,13,6,5,12,24,57,7,20,10,14,15,20,13,20,8,4,21,Southern Univ,MS Valley St,False,False
2005,77,1383,82,1384,71,H,0,34,56,7,14,7,11,6,15,18,18,12,2,21,28,53,5,18,10,16,14,19,14,27,7,0,18,St Francis NY,St Francis PA,False,False
2005,77,1391,71,1252,66,H,0,21,50,7,16,22,33,8,21,13,14,12,1,20,19,42,9,23,19,26,4,27,12,23,3,6,26,Stetson,Lipscomb,False,False
2005,77,1400,75,1329,61,H,0,22,52,6,15,25,28,16,20,11,16,5,4,15,24,63,6,20,7,9,18,16,10,17,6,4,29,Texas,Oklahoma St,False,False
2005,77,1410,90,1427,78,H,0,29,59,13,29,19,26,16,24,17,13,3,3,17,31,66,4,13,12,17,12,22,11,12,6,2,20,UTRGV,UT San Antonio,False,False
2005,77,1413,79,1142,56,A,0,26,59,13,32,14,17,4,25,15,8,9,0,19,20,45,4,13,12,18,5,29,11,20,4,3,17,UC Davis,Cal Poly,False,False
2005,77,1421,78,1128,58,A,0,25,52,8,21,20,27,15,26,9,14,8,2,20,17,47,7,24,17,23,9,17,12,12,5,4,19,UNC Asheville,Birmingham So,False,False
2005,77,1428,75,1161,52,A,0,23,48,7,13,22,27,15,21,14,15,12,1,15,21,45,5,18,5,7,5,14,18,17,7,3,22,Utah,Colorado St,False,False
2005,77,1454,71,1460,66,H,0,22,47,9,23,18,21,4,22,12,13,4,2,18,27,54,2,10,10,18,12,24,9,16,7,1,20,WI Milwaukee,Wright St,False,False
2005,77,1455,81,1191,65,A,0,24,53,6,18,27,34,12,29,14,15,10,1,24,22,49,9,17,12,23,7,21,15,21,5,2,29,Wichita St,Evansville,False,False
2005,77,1461,83,1140,71,H,0,32,63,9,23,10,20,12,27,15,13,4,4,17,23,61,4,18,21,27,14,24,7,14,6,5,17,Wyoming,BYU,False,False
2005,78,1104,98,1280,49,H,0,34,60,12,25,18,20,12,26,20,8,7,3,22,17,47,0,11,15,24,10,15,9,14,4,1,19,Alabama,Mississippi St,False,False
2005,78,1111,73,1189,62,H,0,25,53,11,26,12,19,10,24,19,15,6,8,14,25,61,4,14,8,11,14,22,8,16,9,0,18,Appalachian St,Elon,False,False
2005,78,1123,86,1132,62,H,0,24,55,10,21,28,40,15,21,18,9,11,0,16,22,54,7,22,11,15,13,24,15,19,4,4,30,Ball St,Bowling Green,False,False
2005,78,1199,91,1448,83,H,1,33,66,12,24,13,19,11,24,17,9,7,2,22,27,60,9,29,20,21,10,24,13,15,4,1,19,Florida St,Wake Forest,False,False
2005,78,1221,78,1233,53,H,0,26,44,12,19,14,21,8,15,20,18,18,5,16,21,50,2,7,9,11,15,13,10,24,10,5,18,Holy Cross,Iona,False,False
2005,78,1277,71,1345,64,H,0,24,47,5,13,18,23,11,18,15,12,7,1,23,22,45,4,12,16,29,12,14,13,12,4,2,20,Michigan St,Purdue,False,False
2005,78,1293,96,1404,70,A,0,37,64,10,25,12,15,17,27,16,11,6,5,25,25,57,4,16,16,23,10,13,8,9,7,4,17,Murray St,TN Martin,False,False
2005,78,1320,62,1283,53,A,0,24,46,6,16,8,12,5,20,13,15,10,6,16,17,43,4,10,15,20,9,19,9,18,8,2,19,Northern Iowa,Missouri St,False,False
2005,78,1328,70,1401,54,A,0,25,47,9,17,11,15,7,24,16,16,9,6,19,19,45,3,12,13,19,7,18,13,14,11,3,17,Oklahoma,Texas A&M,False,False
2005,78,1335,85,1248,63,A,0,29,58,12,25,15,21,17,24,20,19,14,3,20,22,52,7,22,12,19,10,16,12,22,7,0,22,Penn,Lafayette,False,False
2005,78,1385,65,1338,62,H,0,25,52,5,17,10,15,11,19,14,16,6,5,17,24,52,2,9,12,20,13,19,14,12,12,3,19,St John's,Pittsburgh,False,False
2005,78,1393,78,1207,73,H,1,28,54,7,14,15,26,14,21,15,11,7,4,17,24,59,10,26,15,24,18,16,16,11,7,3,22,Syracuse,Georgetown,False,False
2005,78,1407,99,1194,93,A,0,37,63,13,26,12,15,11,20,16,14,9,1,15,36,71,9,30,12,16,18,17,18,16,9,2,17,Troy,FL Atlantic,False,False
2005,78,1422,79,1190,76,H,1,32,70,6,25,9,15,18,25,10,19,8,7,16,30,68,3,13,13,15,15,26,11,17,13,1,17,UNC Greensboro,ETSU,False,False
2005,79,1103,65,1267,55,A,0,20,49,2,10,23,32,13,30,9,13,9,4,20,16,54,9,23,14,21,11,22,12,12,5,1,23,Akron,Marshall,False,False
2005,79,1124,67,1160,59,H,0,23,53,6,24,15,20,14,22,10,14,4,2,16,25,58,3,23,6,10,13,18,12,13,7,1,21,Baylor,Colorado,False,False
2005,79,1127,72,1392,45,H,0,25,53,6,15,16,22,16,21,7,13,9,7,18,14,46,3,10,14,22,13,13,3,19,5,1,22,Binghamton,Stony Brook,False,False
2005,79,1130,67,1437,66,H,0,22,51,2,8,21,27,12,19,14,18,11,4,17,28,56,6,15,4,7,11,21,9,18,9,4,22,Boston College,Villanova,False,False
2005,79,1139,50,1464,37,H,0,19,45,4,11,8,10,11,18,12,9,5,1,11,15,37,4,13,3,5,4,17,6,13,7,4,15,Butler,Youngstown St,False,False
2005,79,1153,80,1150,58,H,0,28,63,9,25,15,19,19,33,17,17,4,8,18,18,61,8,25,14,20,15,18,6,15,7,4,17,Cincinnati,Charlotte,False,False
2005,79,1166,82,1179,67,H,0,28,58,11,27,15,19,7,28,17,14,6,6,17,25,60,2,14,15,18,9,22,10,14,9,6,17,Creighton,Drake,False,False
2005,79,1172,80,1441,57,A,0,30,65,9,28,11,14,21,18,14,16,10,0,27,18,46,4,16,17,29,14,16,8,20,10,5,20,Davidson,W Carolina,False,False
2005,79,1173,58,1386,54,H,0,21,55,8,16,8,11,15,17,16,10,6,0,19,18,45,9,22,9,14,12,19,13,15,2,10,12,Dayton,St Joseph's PA,False,False
2005,79,1180,66,1206,59,A,0,23,58,8,20,12,19,16,25,16,7,3,5,19,21,58,3,21,14,17,13,25,9,7,2,5,19,Drexel,George Mason,False,False
2005,79,1181,92,1274,83,A,0,31,51,10,21,20,26,6,24,9,12,4,3,14,35,77,5,13,8,10,20,17,6,10,6,1,22,Duke,Miami FL,False,False
2005,79,1192,76,1254,67,H,0,29,57,3,14,15,22,5,30,19,13,8,1,22,23,54,6,14,15,26,7,25,15,16,4,0,20,F Dickinson,LIU Brooklyn,False,False
2005,79,1203,84,1247,66,A,0,33,61,5,12,13,17,12,24,20,15,9,5,14,24,56,11,26,7,12,10,17,16,16,9,1,15,G Washington,La Salle,False,False
2005,79,1204,79,1366,53,H,0,29,69,6,19,15,21,18,31,22,17,14,9,23,17,60,6,15,13,28,21,25,1,26,10,2,17,Ga Southern,Savannah St,False,False
2005,79,1216,73,1263,67,H,0,26,57,6,15,15,21,12,19,9,17,10,7,14,25,58,8,18,9,13,15,24,8,22,8,4,19,Hartford,Maine,False,False
2005,79,1229,73,1232,69,A,0,24,43,6,17,19,23,5,20,15,13,5,1,15,26,56,11,20,6,9,9,16,15,11,3,1,15,Illinois St,Indiana St,False,False
2005,79,1231,62,1276,53,H,0,18,52,7,19,19,28,14,18,12,11,4,4,18,19,49,4,18,11,12,13,23,9,20,6,2,18,Indiana,Michigan,False,False
2005,79,1242,59,1304,57,H,0,21,50,4,17,13,28,8,28,14,11,9,7,20,18,57,7,24,14,21,14,29,11,13,4,1,23,Kansas,Nebraska,False,False
2005,79,1245,85,1138,80,H,1,27,65,9,27,22,37,15,23,12,11,11,0,15,29,56,8,21,14,20,6,31,13,19,6,3,29,Kent,Buffalo,False,False
2005,79,1246,53,1279,50,A,0,19,51,3,23,12,18,15,19,11,17,11,7,16,20,48,3,16,7,9,8,17,10,18,10,2,17,Kentucky,Mississippi,False,False
2005,79,1257,92,1187,41,H,0,28,72,13,35,23,35,21,39,14,12,11,5,18,15,58,4,16,7,22,14,27,6,26,4,2,24,Louisville,East Carolina,False,False
2005,79,1261,66,1116,63,H,1,22,60,5,20,17,20,17,25,11,15,8,5,16,22,50,8,17,11,19,7,22,14,14,10,2,19,LSU,Arkansas,False,False
2005,79,1265,74,1193,72,A,0,25,43,10,18,14,24,3,24,13,9,5,1,13,29,65,7,20,7,7,12,22,15,7,5,4,19,Marist,Fairfield,False,False
2005,79,1268,82,1438,68,H,0,28,64,6,18,20,25,10,29,14,9,7,11,17,23,67,6,16,16,23,18,28,11,15,6,5,22,Maryland,Virginia,False,False
2005,79,1269,76,1200,63,H,0,29,54,5,13,13,14,9,23,23,9,12,3,15,22,51,10,22,9,15,10,15,17,13,4,1,13,Massachusetts,Fordham,False,False
2005,79,1272,73,1378,67,A,0,19,43,5,12,30,36,13,21,9,17,6,3,19,22,51,4,13,19,25,11,15,11,14,11,2,28,Memphis,South Florida,False,False
2005,79,1275,83,1185,73,A,0,29,58,9,20,16,23,11,20,21,7,7,2,21,21,43,9,20,22,29,6,21,13,14,3,4,18,Miami OH,E Michigan,False,False
2005,79,1278,60,1326,56,A,1,23,60,4,16,10,12,6,27,7,17,12,2,14,23,60,2,21,8,13,9,29,13,19,4,3,16,Minnesota,Ohio St,False,False
2005,79,1313,74,1271,56,H,0,26,53,6,15,16,34,11,28,15,17,13,2,14,20,51,5,21,11,19,6,24,12,20,8,3,22,Norfolk St,MD E Shore,False,False
2005,79,1314,77,1155,58,A,0,28,55,6,15,15,23,13,28,16,23,11,2,19,20,60,5,19,13,21,13,20,12,20,10,6,20,North Carolina,Clemson,False,False
2005,79,1318,77,1131,75,H,0,27,57,8,19,15,21,9,20,16,9,9,6,19,26,54,4,11,19,23,10,24,12,12,4,3,18,Northeastern,Boston Univ,False,False
2005,79,1323,70,1452,57,A,0,23,51,13,25,11,12,6,27,14,10,6,8,15,20,60,7,23,10,14,15,22,14,9,4,2,12,Notre Dame,West Virginia,False,False
2005,79,1325,74,1141,54,A,0,28,62,4,17,14,18,13,25,13,11,13,4,22,22,50,2,14,8,17,9,23,10,21,4,1,18,Ohio,C Michigan,False,False
2005,79,1330,67,1220,66,A,0,25,58,9,15,8,14,11,16,17,14,13,4,18,26,55,5,20,9,18,17,25,11,21,3,6,17,Old Dominion,Hofstra,False,False
2005,79,1347,78,1440,62,A,0,30,63,4,11,14,18,13,26,12,10,11,3,17,23,58,0,15,16,22,12,21,8,13,4,5,18,Radford,VMI,False,False
2005,79,1348,76,1182,69,A,0,26,49,9,16,15,21,10,25,19,14,6,3,11,25,57,10,25,9,13,11,18,16,12,8,5,18,Rhode Island,Duquesne,False,False
2005,79,1353,72,1344,67,H,0,22,54,5,17,23,30,12,22,15,9,4,2,12,28,57,4,16,7,9,9,24,15,15,5,5,22,Rutgers,Providence,False,False
2005,79,1356,67,1133,59,H,0,23,66,4,17,17,17,18,25,15,15,14,5,16,23,52,9,18,4,8,7,25,13,24,4,3,18,S Illinois,Bradley,False,False
2005,79,1368,66,1249,60,A,0,22,52,3,12,19,29,13,22,15,13,14,6,20,19,44,4,13,18,25,7,23,9,18,5,4,20,SE Louisiana,Lamar,False,False
2005,79,1372,85,1311,67,A,0,33,63,8,14,11,21,10,25,13,8,7,1,19,21,50,8,25,17,25,8,25,12,17,2,0,18,SF Austin,Nicholls St,False,False
2005,79,1387,65,1379,63,A,0,25,43,4,6,11,13,2,23,12,11,7,1,18,19,45,7,18,18,21,5,18,8,7,6,0,16,St Louis,Southern Miss,False,False
2005,79,1395,58,1222,51,H,0,18,45,3,14,19,33,13,38,8,19,6,3,9,21,65,9,31,0,7,10,21,12,9,10,8,24,TCU,Houston,False,False
2005,79,1396,71,1382,47,H,0,27,70,7,27,10,15,24,26,9,6,7,4,13,14,45,4,17,15,20,8,23,9,13,3,4,15,Temple,St Bonaventure,False,False
2005,79,1397,83,1196,76,A,1,31,62,9,20,12,17,6,24,14,9,7,3,19,25,59,10,28,16,24,15,27,16,16,4,3,18,Tennessee,Florida,False,False
2005,79,1403,78,1281,62,A,0,30,58,1,5,17,21,8,20,18,9,11,3,15,22,53,4,20,14,18,13,23,13,19,7,0,21,Texas Tech,Missouri,False,False
2005,79,1406,86,1241,69,H,0,25,54,6,19,30,41,15,26,15,15,7,3,28,18,50,4,20,29,41,12,21,8,15,10,1,26,Towson,James Madison,False,False
2005,79,1408,76,1412,73,H,1,30,55,5,16,11,20,11,29,25,25,8,9,23,25,67,6,22,17,26,19,21,17,17,15,4,18,Tulane,UAB,False,False
2005,79,1420,67,1107,62,H,0,22,53,3,12,20,28,11,25,11,11,3,0,19,21,49,5,16,15,23,7,26,10,17,8,3,22,UMBC,SUNY Albany,False,False
2005,79,1423,54,1456,49,A,0,19,56,7,21,9,11,14,23,10,8,3,2,16,18,47,5,16,8,16,8,23,13,11,3,1,15,UNC Wilmington,William & Mary,False,False
2005,79,1433,66,1174,57,A,0,26,57,5,14,9,10,9,24,9,16,12,1,15,21,51,8,17,7,13,9,23,16,21,9,0,13,VCU,Delaware,False,False
2005,79,1436,64,1306,54,A,0,21,48,8,18,14,18,8,23,14,14,8,1,16,22,49,2,16,8,10,5,22,12,12,7,1,16,Vermont,New Hampshire,False,False
2005,79,1439,72,1301,71,H,0,23,54,7,13,19,24,12,16,12,10,6,6,21,25,53,6,15,15,26,18,19,12,17,6,3,23,Virginia Tech,NC State,False,False
2005,79,1444,67,1296,60,H,0,24,58,8,21,11,17,18,25,12,13,4,2,13,23,57,12,31,2,4,11,18,17,13,3,3,17,W Michigan,N Illinois,False,False
2005,79,1457,65,1128,57,A,0,22,47,11,21,10,16,11,20,10,9,3,0,18,18,38,8,16,13,20,5,18,11,12,5,2,16,Winthrop,Birmingham So,False,False
2005,79,1462,81,1350,57,H,0,26,55,11,28,18,22,17,19,20,11,5,4,14,22,48,3,7,10,15,11,14,15,14,6,6,17,Xavier,Richmond,False,False
2005,80,1112,74,1332,66,A,0,27,60,7,17,13,20,10,28,16,10,8,4,17,24,57,6,20,12,18,9,25,13,12,3,3,19,Arizona,Oregon,False,False
2005,80,1114,71,1317,64,A,0,22,55,4,11,23,28,15,30,8,15,3,3,19,19,58,4,19,22,25,11,20,8,11,4,4,21,Ark Little Rock,North Texas,False,False
2005,80,1129,72,1363,62,H,0,27,63,8,23,10,15,9,26,16,8,6,1,18,22,61,6,21,12,15,15,30,12,15,1,0,19,Boise St,San Jose St,False,False
2005,80,1176,95,1117,78,H,0,32,56,7,16,24,31,10,30,21,14,3,10,15,29,70,8,23,12,15,14,17,16,11,5,1,21,Denver,Arkansas St,False,False
2005,80,1177,85,1266,72,H,0,29,65,6,17,21,26,21,16,13,9,6,4,16,26,54,6,17,14,19,15,19,15,19,4,1,22,DePaul,Marquette,False,False
2005,80,1183,63,1122,51,H,0,20,48,5,15,18,23,8,27,13,12,8,6,23,16,51,2,15,17,29,14,23,10,12,4,3,17,E Illinois,Austin Peay,False,False
